checkpoint_N,k,a,b,branch,pure_even,pure_odd,empty
2511886432,648,3,4,14944,1400,79,403481
2511886432,729,0,6,14944,1400,79,515018
2511886432,1296,4,4,14944,1400,79,1663193
2511886432,19683,0,9,14944,1400,79,387404066
3162277660,1,0,0,1,0,0,0
3162277660,2,1,0,4,0,0,0
3162277660,3,0,1,9,0,0,0
3162277660,4,2,0,16,0,0,0
3162277660,6,1,1,36,0,0,0
3162277660,8,3,0,64,0,0,0
3162277660,9,0,2,81,0,0,0
3162277660,12,2,1,144,0,0,0
3162277660,16,4,0,256,0,0,0
3162277660,18,1,2,324,0,0,0
3162277660,24,3,1,576,0,0,0
3162277660,27,0,3,729,0,0,0
3162277660,36,2,2,1296,0,0,0
3162277660,48,4,1,2304,0,0,0
3162277660,54,1,3,2916,0,0,0
3162277660,72,3,2,5184,0,0,0
3162277660,81,0,4,6561,0,0,0
3162277660,108,2,3,11648,16,0,0
3162277660,144,4,2,15360,1338,95,3943
3162277660,162,1,4,15401,1584,133,9126
3162277660,216,3,3,15401,1590,133,29532
3162277660,324,2,4,15401,1590,133,87852
3162277660,432,4,3,15401,1590,133,169500
3162277660,648,3,4,15401,1590,133,402780
3162277660,729,0,6,15401,1590,133,514317
3162277660,1296,4,4,15401,1590,133,1662492
3162277660,19683,0,9,15401,1590,133,387403365
3981071706,1,0,0,1,0,0,0
3981071706,2,1,0,4,0,0,0
3981071706,3,0,1,9,0,0,0
3981071706,4,2,0,16,0,0,0
3981071706,6,1,1,36,0,0,0
3981071706,8,3,0,64,0,0,0
3981071706,9,0,2,81,0,0,0
3981071706,12,2,1,144,0,0,0
3981071706,16,4,0,256,0,0,0
3981071706,18,1,2,324,0,0,0
3981071706,24,3,1,576,0,0,0
3981071706,27,0,3,729,0,0,0
3981071706,36,2,2,1296,0,0,0
3981071706,48,4,1,2304,0,0,0
3981071706,54,1,3,2916,0,0,0
3981071706,72,3,2,5184,0,0,0
3981071706,81,0,4,6561,0,0,0
3981071706,108,2,3,11654,10,0,0
3981071706,144,4,2,15652,1257,67,3760
3981071706,162,1,4,15714,1508,103,8919
3981071706,216,3,3,15714,1517,103,29322
3981071706,324,2,4,15714,1517,103,87642
3981071706,432,4,3,15714,1517,103,169290
3981071706,648,3,4,15714,1517,103,402570
3981071706,729,0,6,15714,1517,103,514107
3981071706,1296,4,4,15714,1517,103,1662282
3981071706,19683,0,9,15714,1517,103,387403155
5011872336,1,0,0,1,0,0,0
5011872336,2,1,0,4,0,0,0
5011872336,3,0,1,9,0,0,0
5011872336,4,2,0,16,0,0,0
5011872336,6,1,1,36,0,0,0
5011872336,8,3,0,64,0,0,0
5011872336,9,0,2,81,0,0,0
5011872336,12,2,1,144,0,0,0
5011872336,16,4,0,256,0,0,0
5011872336,18,1,2,324,0,0,0
5011872336,24,3,1,576,0,0,0
5011872336,27,0,3,729,0,0,0
5011872336,36,2,2,1296,0,0,0
5011872336,48,4,1,2304,0,0,0
5011872336,54,1,3,2916,0,0,0
5011872336,72,3,2,5184,0,0,0
5011872336,81,0,4,6561,0,0,0
5011872336,108,2,3,11660,4,0,0
5011872336,144,4,2,15982,1365,131,3258
5011872336,162,1,4,16123,1714,200,8207
5011872336,216,3,3,16118,1767,210,28561
5011872336,324,2,4,16118,1767,210,86881
5011872336,432,4,3,16118,1767,210,168529
5011872336,648,3,4,16118,1767,210,401809
5011872336,729,0,6,16118,1767,210,513346
5011872336,1296,4,4,16118,1767,210,1661521
5011872336,19683,0,9,16118,1767,210,387402394
6309573445,1,0,0,1,0,0,0
6309573445,2,1,0,4,0,0,0
6309573445,3,0,1,9,0,0,0
6309573445,4,2,0,16,0,0,0
6309573445,6,1,1,36,0,0,0
6309573445,8,3,0,64,0,0,0
6309573445,9,0,2,81,0,0,0
6309573445,12,2,1,144,0,0,0
6309573445,16,4,0,256,0,0,0
6309573445,18,1,2,324,0,0,0
6309573445,24,3,1,576,0,0,0
6309573445,27,0,3,729,0,0,0
6309573445,36,2,2,1296,0,0,0
6309573445,48,4,1,2304,0,0,0
6309573445,54,1,3,2916,0,0,0
6309573445,72,3,2,5184,0,0,0
6309573445,81,0,4,6561,0,0,0
6309573445,108,2,3,11661,3,0,0
6309573445,144,4,2,16366,1278,123,2969
6309573445,162,1,4,16628,1629,163,7824
6309573445,216,3,3,16625,1700,173,28158
6309573445,324,2,4,16625,1700,173,86478
6309573445,432,4,3,16625,1700,173,168126
6309573445,648,3,4,16625,1700,173,401406
6309573445,729,0,6,16625,1700,173,512943
6309573445,1296,4,4,16625,1700,173,1661118
6309573445,19683,0,9,16625,1700,173,387401991
7943282347,1,0,0,1,0,0,0
7943282347,2,1,0,4,0,0,0
7943282347,3,0,1,9,0,0,0
7943282347,4,2,0,16,0,0,0
7943282347,6,1,1,36,0,0,0
7943282347,8,3,0,64,0,0,0
7943282347,9,0,2,81,0,0,0
7943282347,12,2,1,144,0,0,0
7943282347,16,4,0,256,0,0,0
7943282347,18,1,2,324,0,0,0
7943282347,24,3,1,576,0,0,0
7943282347,27,0,3,729,0,0,0
7943282347,36,2,2,1296,0,0,0
7943282347,48,4,1,2304,0,0,0
7943282347,54,1,3,2916,0,0,0
7943282347,72,3,2,5184,0,0,0
7943282347,81,0,4,6561,0,0,0
7943282347,108,2,3,11663,1,0,0
7943282347,144,4,2,16654,1195,93,2794
7943282347,162,1,4,16981,1555,120,7588
7943282347,216,3,3,16983,1638,127,27908
7943282347,324,2,4,16983,1638,127,86228
7943282347,432,4,3,16983,1638,127,167876
7943282347,648,3,4,16983,1638,127,401156
7943282347,729,0,6,16983,1638,127,512693
7943282347,1296,4,4,16983,1638,127,1660868
7943282347,19683,0,9,16983,1638,127,387401741
10000000000,1,0,0,1,0,0,0
10000000000,2,1,0,4,0,0,0
10000000000,3,0,1,9,0,0,0
10000000000,4,2,0,16,0,0,0
10000000000,6,1,1,36,0,0,0
10000000000,8,3,0,64,0,0,0
10000000000,9,0,2,81,0,0,0
10000000000,12,2,1,144,0,0,0
10000000000,16,4,0,256,0,0,0
10000000000,18,1,2,324,0,0,0
10000000000,24,3,1,576,0,0,0
10000000000,27,0,3,729,0,0,0
10000000000,36,2,2,1296,0,0,0
10000000000,48,4,1,2304,0,0,0
10000000000,54,1,3,2916,0,0,0
10000000000,72,3,2,5184,0,0,0
10000000000,81,0,4,6561,0,0,0
10000000000,108,2,3,11664,0,0,0
10000000000,144,4,2,16954,1090,76,2616
10000000000,162,1,4,17359,1463,95,7327
10000000000,216,3,3,17372,1555,98,27631
10000000000,324,2,4,17372,1555,98,85951
10000000000,432,4,3,17372,1555,98,167599
10000000000,648,3,4,17372,1555,98,400879
10000000000,729,0,6,17372,1555,98,512416
10000000000,1296,4,4,17372,1555,98,1660591
10000000000,19683,0,9,17372,1555,98,387401464
12589254118,1,0,0,1,0,0,0
12589254118,2,1,0,4,0,0,0
12589254118,3,0,1,9,0,0,0
12589254118,4,2,0,16,0,0,0
12589254118,6,1,1,36,0,0,0
12589254118,8,3,0,64,0,0,0
12589254118,9,0,2,81,0,0,0
12589254118,12,2,1,144,0,0,0
12589254118,16,4,0,256,0,0,0
12589254118,18,1,2,324,0,0,0
12589254118,24,3,1,576,0,0,0
12589254118,27,0,3,729,0,0,0
12589254118,36,2,2,1296,0,0,0
12589254118,48,4,1,2304,0,0,0
12589254118,54,1,3,2916,0,0,0
12589254118,72,3,2,5184,0,0,0
12589254118,81,0,4,6561,0,0,0
12589254118,108,2,3,11664,0,0,0
12589254118,144,4,2,17380,1138,124,2094
12589254118,162,1,4,17882,1614,161,6587
12589254118,216,3,3,17908,1794,191,26763
12589254118,324,2,4,17908,1794,191,85083
12589254118,432,4,3,17908,1794,191,166731
12589254118,648,3,4,17908,1794,191,400011
12589254118,729,0,6,17908,1794,191,511548
12589254118,1296,4,4,17908,1794,191,1659723
12589254118,19683,0,9,17908,1794,191,387400596
15848931925,1,0,0,1,0,0,0
15848931925,2,1,0,4,0,0,0
15848931925,3,0,1,9,0,0,0
15848931925,4,2,0,16,0,0,0
15848931925,6,1,1,36,0,0,0
15848931925,8,3,0,64,0,0,0
15848931925,9,0,2,81,0,0,0
15848931925,12,2,1,144,0,0,0
15848931925,16,4,0,256,0,0,0
15848931925,18,1,2,324,0,0,0
15848931925,24,3,1,576,0,0,0
15848931925,27,0,3,729,0,0,0
15848931925,36,2,2,1296,0,0,0
15848931925,48,4,1,2304,0,0,0
15848931925,54,1,3,2916,0,0,0
15848931925,72,3,2,5184,0,0,0
15848931925,81,0,4,6561,0,0,0
15848931925,108,2,3,11664,0,0,0
15848931925,144,4,2,17684,1125,142,1785
15848931925,162,1,4,18274,1691,199,6080
15848931925,216,3,3,18343,1954,252,26107
15848931925,324,2,4,18343,1954,252,84427
15848931925,432,4,3,18343,1954,252,166075
15848931925,648,3,4,18343,1954,252,399355
15848931925,729,0,6,18343,1954,252,510892
15848931925,1296,4,4,18343,1954,252,1659067
15848931925,19683,0,9,18343,1954,252,387399940
19952623150,1,0,0,1,0,0,0
19952623150,2,1,0,4,0,0,0
19952623150,3,0,1,9,0,0,0
19952623150,4,2,0,16,0,0,0
19952623150,6,1,1,36,0,0,0
19952623150,8,3,0,64,0,0,0
19952623150,9,0,2,81,0,0,0
19952623150,12,2,1,144,0,0,0
19952623150,16,4,0,256,0,0,0
19952623150,18,1,2,324,0,0,0
19952623150,24,3,1,576,0,0,0
19952623150,27,0,3,729,0,0,0
19952623150,36,2,2,1296,0,0,0
19952623150,48,4,1,2304,0,0,0
19952623150,54,1,3,2916,0,0,0
19952623150,72,3,2,5184,0,0,0
19952623150,81,0,4,6561,0,0,0
19952623150,108,2,3,11664,0,0,0
19952623150,144,4,2,18075,1041,82,1538
19952623150,162,1,4,18805,1606,124,5709
19952623150,216,3,3,18964,1878,157,25657
19952623150,324,2,4,18964,1878,157,83977
19952623150,432,4,3,18964,1878,157,165625
19952623150,648,3,4,18964,1878,157,398905
19952623150,729,0,6,18964,1878,157,510442
19952623150,1296,4,4,18964,1878,157,1658617
19952623150,19683,0,9,18964,1878,157,387399490
25118864315,1,0,0,1,0,0,0
25118864315,2,1,0,4,0,0,0
25118864315,3,0,1,9,0,0,0
25118864315,4,2,0,16,0,0,0
25118864315,6,1,1,36,0,0,0
25118864315,8,3,0,64,0,0,0
25118864315,9,0,2,81,0,0,0
25118864315,12,2,1,144,0,0,0
25118864315,16,4,0,256,0,0,0
25118864315,18,1,2,324,0,0,0
25118864315,24,3,1,576,0,0,0
25118864315,27,0,3,729,0,0,0
25118864315,36,2,2,1296,0,0,0
25118864315,48,4,1,2304,0,0,0
25118864315,54,1,3,2916,0,0,0
25118864315,72,3,2,5184,0,0,0
25118864315,81,0,4,6561,0,0,0
25118864315,108,2,3,11664,0,0,0
25118864315,144,4,2,18388,917,59,1372
25118864315,162,1,4,19244,1504,93,5403
25118864315,216,3,3,19456,1770,117,25313
25118864315,324,2,4,19456,1770,117,83633
25118864315,432,4,3,19456,1770,117,165281
25118864315,648,3,4,19456,1770,117,398561
25118864315,729,0,6,19456,1770,117,510098
25118864315,1296,4,4,19456,1770,117,1658273
25118864315,19683,0,9,19456,1770,117,387399146
31622776602,1,0,0,1,0,0,0
31622776602,2,1,0,4,0,0,0
31622776602,3,0,1,9,0,0,0
31622776602,4,2,0,16,0,0,0
31622776602,6,1,1,36,0,0,0
31622776602,8,3,0,64,0,0,0
31622776602,9,0,2,81,0,0,0
31622776602,12,2,1,144,0,0,0
31622776602,16,4,0,256,0,0,0
31622776602,18,1,2,324,0,0,0
31622776602,24,3,1,576,0,0,0
31622776602,27,0,3,729,0,0,0
31622776602,36,2,2,1296,0,0,0
31622776602,48,4,1,2304,0,0,0
31622776602,54,1,3,2916,0,0,0
31622776602,72,3,2,5184,0,0,0
31622776602,81,0,4,6561,0,0,0
31622776602,108,2,3,11664,0,0,0
31622776602,144,4,2,18636,847,38,1215
31622776602,162,1,4,19595,1453,63,5133
31622776602,216,3,3,19863,1711,78,25004
31622776602,324,2,4,19863,1711,78,83324
31622776602,432,4,3,19863,1711,78,164972
31622776602,648,3,4,19863,1711,78,398252
31622776602,729,0,6,19863,1711,78,509789
31622776602,1296,4,4,19863,1711,78,1657964
31622776602,19683,0,9,19863,1711,78,387398837
39810717055,1,0,0,1,0,0,0
39810717055,2,1,0,4,0,0,0
39810717055,3,0,1,9,0,0,0
39810717055,4,2,0,16,0,0,0
39810717055,6,1,1,36,0,0,0
39810717055,8,3,0,64,0,0,0
39810717055,9,0,2,81,0,0,0
39810717055,12,2,1,144,0,0,0
39810717055,16,4,0,256,0,0,0
39810717055,18,1,2,324,0,0,0
39810717055,24,3,1,576,0,0,0
39810717055,27,0,3,729,0,0,0
39810717055,36,2,2,1296,0,0,0
39810717055,48,4,1,2304,0,0,0
39810717055,54,1,3,2916,0,0,0
39810717055,72,3,2,5184,0,0,0
39810717055,81,0,4,6561,0,0,0
39810717055,108,2,3,11664,0,0,0
39810717055,144,4,2,18888,737,25,1086
39810717055,162,1,4,19951,1390,52,4851
39810717055,216,3,3,20299,1651,69,24637
39810717055,324,2,4,20299,1651,69,82957
39810717055,432,4,3,20299,1651,69,164605
39810717055,648,3,4,20299,1651,69,397885
39810717055,729,0,6,20299,1651,69,509422
39810717055,1296,4,4,20299,1651,69,1657597
39810717055,19683,0,9,20299,1651,69,387398470
50118723363,1,0,0,1,0,0,0
50118723363,2,1,0,4,0,0,0
50118723363,3,0,1,9,0,0,0
50118723363,4,2,0,16,0,0,0
50118723363,6,1,1,36,0,0,0
50118723363,8,3,0,64,0,0,0
50118723363,9,0,2,81,0,0,0
50118723363,12,2,1,144,0,0,0
50118723363,16,4,0,256,0,0,0
50118723363,18,1,2,324,0,0,0
50118723363,24,3,1,576,0,0,0
50118723363,27,0,3,729,0,0,0
50118723363,36,2,2,1296,0,0,0
50118723363,48,4,1,2304,0,0,0
50118723363,54,1,3,2916,0,0,0
50118723363,72,3,2,5184,0,0,0
50118723363,81,0,4,6561,0,0,0
50118723363,108,2,3,11664,0,0,0
50118723363,144,4,2,19090,650,7,989
50118723363,162,1,4,20272,1334,22,4616
50118723363,216,3,3,20663,1597,37,24359
50118723363,324,2,4,20663,1597,37,82679
50118723363,432,4,3,20663,1597,37,164327
50118723363,648,3,4,20663,1597,37,397607
50118723363,729,0,6,20663,1597,37,509144
50118723363,1296,4,4,20663,1597,37,1657319
50118723363,19683,0,9,20663,1597,37,387398192
63095734448,1,0,0,1,0,0,0
63095734448,2,1,0,4,0,0,0
63095734448,3,0,1,9,0,0,0
63095734448,4,2,0,16,0,0,0
63095734448,6,1,1,36,0,0,0
63095734448,8,3,0,64,0,0,0
63095734448,9,0,2,81,0,0,0
63095734448,12,2,1,144,0,0,0
63095734448,16,4,0,256,0,0,0
63095734448,18,1,2,324,0,0,0
63095734448,24,3,1,576,0,0,0
63095734448,27,0,3,729,0,0,0
63095734448,36,2,2,1296,0,0,0
63095734448,48,4,1,2304,0,0,0
63095734448,54,1,3,2916,0,0,0
63095734448,72,3,2,5184,0,0,0
63095734448,81,0,4,6561,0,0,0
63095734448,108,2,3,11664,0,0,0
63095734448,144,4,2,19269,582,9,876
63095734448,162,1,4,20579,1303,21,4341
63095734448,216,3,3,21008,1574,33,24041
63095734448,324,2,4,21008,1574,33,82361
63095734448,432,4,3,21008,1574,33,164009
63095734448,648,3,4,21008,1574,33,397289
63095734448,729,0,6,21008,1574,33,508826
63095734448,1296,4,4,21008,1574,33,1657001
63095734448,19683,0,9,21008,1574,33,387397874
79432823472,1,0,0,1,0,0,0
79432823472,2,1,0,4,0,0,0
79432823472,3,0,1,9,0,0,0
79432823472,4,2,0,16,0,0,0
79432823472,6,1,1,36,0,0,0
79432823472,8,3,0,64,0,0,0
79432823472,9,0,2,81,0,0,0
79432823472,12,2,1,144,0,0,0
79432823472,16,4,0,256,0,0,0
79432823472,18,1,2,324,0,0,0
79432823472,24,3,1,576,0,0,0
79432823472,27,0,3,729,0,0,0
79432823472,36,2,2,1296,0,0,0
79432823472,48,4,1,2304,0,0,0
79432823472,54,1,3,2916,0,0,0
79432823472,72,3,2,5184,0,0,0
79432823472,81,0,4,6561,0,0,0
79432823472,108,2,3,11664,0,0,0
79432823472,144,4,2,19412,518,2,804
79432823472,162,1,4,20864,1278,34,4068
79432823472,216,3,3,21351,1556,43,23706
79432823472,324,2,4,21351,1556,43,82026
79432823472,432,4,3,21351,1556,43,163674
79432823472,648,3,4,21351,1556,43,396954
79432823472,729,0,6,21351,1556,43,508491
79432823472,1296,4,4,21351,1556,43,1656666
79432823472,19683,0,9,21351,1556,43,387397539
100000000000,1,0,0,1,0,0,0
100000000000,2,1,0,4,0,0,0
100000000000,3,0,1,9,0,0,0
100000000000,4,2,0,16,0,0,0
100000000000,6,1,1,36,0,0,0
100000000000,8,3,0,64,0,0,0
100000000000,9,0,2,81,0,0,0
100000000000,12,2,1,144,0,0,0
100000000000,16,4,0,256,0,0,0
100000000000,18,1,2,324,0,0,0
100000000000,24,3,1,576,0,0,0
100000000000,27,0,3,729,0,0,0
100000000000,36,2,2,1296,0,0,0
100000000000,48,4,1,2304,0,0,0
100000000000,54,1,3,2916,0,0,0
100000000000,72,3,2,5184,0,0,0
100000000000,81,0,4,6561,0,0,0
100000000000,108,2,3,11664,0,0,0
100000000000,144,4,2,19530,497,10,699
100000000000,162,1,4,21100,1286,51,3807
100000000000,216,3,3,21632,1582,54,23388
100000000000,324,2,4,21632,1582,54,81708
100000000000,432,4,3,21632,1582,54,163356
100000000000,648,3,4,21632,1582,54,396636
100000000000,729,0,6,21632,1582,54,508173
100000000000,1296,4,4,21632,1582,54,1656348
100000000000,19683,0,9,21632,1582,54,387397221
