k,i,j,count
1,0,0,999999999
2,0,0,248206785
2,0,1,251032932
2,1,0,249225104
2,1,1,251535178
3,0,0,112576675
3,0,1,112080359
3,0,2,108990314
3,1,0,111824069
3,1,1,112253124
3,1,2,109405935
3,2,0,111853943
3,2,1,111167855
3,2,2,109847725
4,0,0,60064093
4,0,1,61677730
4,0,2,64107505
4,0,3,62896096
4,1,0,60871841
4,1,1,61729325
4,1,2,63982458
4,1,3,63166138
4,2,0,60426428
4,2,1,62443597
4,2,2,63608759
4,2,3,64015509
4,3,0,60363083
4,3,1,62482812
4,3,2,64007722
4,3,3,64156903
6,0,0,28505699
6,0,1,25386861
6,0,2,25746185
6,0,3,29349226
6,0,4,28629414
6,0,5,29289765
6,1,0,27094663
6,1,1,26335676
6,1,2,26417470
6,1,3,28531255
6,1,4,28389780
6,1,5,30048430
6,2,0,26695806
6,2,1,26801266
6,2,2,26584649
6,2,3,27032288
6,2,4,29269261
6,2,5,29283443
6,3,0,27331994
6,3,1,27035152
6,3,2,26060716
6,3,3,27389756
6,3,4,31028932
6,3,5,27893648
6,4,0,27508636
6,4,1,27284338
6,4,2,25023805
6,4,3,28689515
6,4,4,30243330
6,4,5,27916230
6,5,0,28778342
6,5,1,26165312
6,5,2,25191191
6,5,3,29347507
6,5,4,28932016
6,5,5,28788442
8,0,0,18452677
8,0,1,14813955
8,0,2,19684089
8,0,3,17225753
8,0,4,14611924
8,0,5,19107595
8,0,6,15935883
8,0,7,18139369
8,1,0,14240896
8,1,1,14896829
8,1,2,13633053
8,1,3,14978385
8,1,4,14429817
8,1,5,13555880
8,1,6,15317758
8,1,7,13959514
8,2,0,16588076
8,2,1,13850752
8,2,2,16817488
8,2,3,16323482
8,2,4,12602402
8,2,5,17615804
8,2,6,15109755
8,2,7,15677699
8,3,0,15154713
8,3,1,17656032
8,3,2,16457809
8,3,3,17408982
8,3,4,17638263
8,3,5,15483788
8,3,6,17787775
8,3,7,17187744
8,4,0,14549984
8,4,1,12331337
8,4,2,15670184
8,4,3,13681609
8,4,4,12449508
8,4,5,15424843
8,4,6,12817349
8,4,7,13849365
8,5,0,14510987
8,5,1,18600911
8,5,2,15563842
8,5,3,17702800
8,5,4,17690141
8,5,5,14675705
8,5,6,19467805
8,5,7,16525439
8,6,0,15630251
8,6,1,15161120
8,6,2,16270708
8,6,3,15513711
8,6,4,15605699
8,6,5,15815921
8,6,6,15410808
8,6,7,16500617
8,7,0,11707541
8,7,1,16955457
8,7,2,13638329
8,7,3,14398701
8,7,4,15862566
8,7,5,12387535
8,7,6,16123809
8,7,7,15161476
9,0,0,15407356
9,0,1,13979332
9,0,2,12489891
9,0,3,9459250
9,0,4,9003839
9,0,5,10588900
9,0,6,12545572
9,0,7,13318901
9,0,8,15224536
9,1,0,11052146
9,1,1,12274315
9,1,2,13236088
9,1,3,15151490
9,1,4,14308936
9,1,5,13183940
9,1,6,11178864
9,1,7,8697819
9,1,8,9040353
9,2,0,12335641
9,2,1,9874208
9,2,2,8311008
9,2,3,10379462
9,2,4,11497999
9,2,5,11958761
9,2,6,13386241
9,2,7,14610678
9,2,8,13302829
9,3,0,11684228
9,3,1,13404590
9,3,2,13811823
9,3,3,12478818
9,3,4,11379396
9,3,5,8732921
9,3,6,11222809
9,3,7,12197666
9,3,8,11198777
9,4,0,12153468
9,4,1,13051314
9,4,2,11961443
9,4,3,10869067
9,4,4,11557352
9,4,5,13283159
9,4,6,12865800
9,4,7,11786099
9,4,8,11096102
9,5,0,12938344
9,5,1,11940666
9,5,2,11787776
9,5,3,14204556
9,5,4,13707756
9,5,5,13923799
9,5,6,11169516
9,5,7,10504772
9,5,8,11574462
9,6,0,12845587
9,6,1,10417650
9,6,2,10214374
9,6,3,11627613
9,6,4,12365696
9,6,5,11943200
9,6,6,15305442
9,6,7,16013289
9,6,8,14785892
9,7,0,14630895
9,7,1,16766220
9,7,2,15381729
9,7,3,13884987
9,7,4,12140938
9,7,5,9683203
9,7,6,10037352
9,7,7,11670131
9,7,8,12539918
9,8,0,9250359
9,8,1,10055945
9,8,2,12223039
9,8,3,13358412
9,8,4,15291146
9,8,5,16098587
9,8,6,14831412
9,8,7,13684685
9,8,8,10667464
12,0,0,10498390
12,0,1,3906732
12,0,2,7094051
12,0,3,9301276
12,0,4,4076554
12,0,5,7019535
12,0,6,7434533
12,0,7,5033548
12,0,8,6802000
12,0,9,9204976
12,0,10,6986344
12,0,11,7077708
12,1,0,4930018
12,1,1,7001989
12,1,2,9681709
12,1,3,4821218
12,1,4,7724074
12,1,5,10951592
12,1,6,4549550
12,1,7,8305793
12,1,8,4322780
12,1,9,4532768
12,1,10,8074166
12,1,11,6912298
12,2,0,9422036
12,2,1,3316869
12,2,2,5189029
12,2,3,9163414
12,2,4,5792287
12,2,5,5442480
12,2,6,7655554
12,2,7,9863479
12,2,8,5548380
12,2,9,8371159
12,2,10,9325921
12,2,11,5260696
12,3,0,8389793
12,3,1,6255351
12,3,2,9224470
12,3,3,6535634
12,3,4,6111430
12,3,5,10115740
12,3,6,3582862
12,3,7,6063229
12,3,8,7568265
12,3,9,4750306
12,3,10,6053609
12,3,11,8212243
12,4,0,7020999
12,4,1,6518827
12,4,2,4445031
12,4,3,6904889
12,4,4,8670638
12,4,5,6586786
12,4,6,6833871
12,4,7,10177658
12,4,8,3954807
12,4,9,7179415
12,4,10,10737871
12,4,11,3963576
12,5,0,10900285
12,5,1,4593241
12,5,2,8252858
12,5,3,8085180
12,5,4,4485010
12,5,5,8147083
12,5,6,5616741
12,5,7,4780903
12,5,8,7572537
12,5,9,8982444
12,5,10,5253358
12,5,11,7394901
12,6,0,5300774
12,6,1,7336151
12,6,2,8676409
12,6,3,5613607
12,6,4,8101026
12,6,5,10637164
12,6,6,5272002
12,6,7,9110430
12,6,8,3173725
12,6,9,5229367
12,6,10,9465490
12,6,11,4555358
12,7,0,9865597
12,7,1,3485845
12,7,2,6079047
12,7,3,10199916
12,7,4,4031705
12,7,5,5993019
12,7,6,7749498
12,7,7,7542049
12,7,8,6333934
12,7,9,8977353
12,7,10,8559835
12,7,11,6191521
12,8,0,5726964
12,8,1,6591966
12,8,2,9730720
12,8,3,5288791
12,8,4,7197221
12,8,5,10460569
12,8,6,3891252
12,8,7,7028952
12,8,8,6116520
12,8,9,4208924
12,8,10,6953832
12,8,11,8119698
12,9,0,8236713
12,9,1,4416223
12,9,2,4643367
12,9,3,8058751
12,9,4,8075810
12,9,5,5058920
12,9,6,7122626
12,9,7,10300349
12,9,8,4624614
12,9,9,8045065
12,9,10,10788083
12,9,11,4506745
12,10,0,9925882
12,10,1,5387147
12,10,2,8726054
12,10,3,7353078
12,10,4,5264405
12,10,5,9471127
12,10,6,3727884
12,10,7,5200706
12,10,8,7897913
12,10,9,7252133
12,10,10,5570416
12,10,11,7894741
12,11,0,6011661
12,11,1,7297039
12,11,2,5962035
12,11,3,6201639
12,11,4,8646937
12,11,5,9529915
12,11,6,6249655
12,11,7,9494129
12,11,8,3403761
12,11,9,6078244
12,11,10,10546711
12,11,11,3716543
16,0,0,4148685
16,0,1,2712859
16,0,2,8281337
16,0,3,2798405
16,0,4,7307545
16,0,5,2937165
16,0,6,1992417
16,0,7,2348949
16,0,8,8794962
16,0,9,3047114
16,0,10,6162448
16,0,11,2920556
16,0,12,1729149
16,0,13,2366376
16,0,14,8134080
16,0,15,3012861
16,1,0,1974753
16,1,1,5378707
16,1,2,1817581
16,1,3,5588213
16,1,4,1756738
16,1,5,4990061
16,1,6,2397138
16,1,7,4732690
16,1,8,1553114
16,1,9,5796145
16,1,10,1969454
16,1,11,5843679
16,1,12,1997573
16,1,13,4882599
16,1,14,1479753
16,1,15,5434319
16,2,0,4020028
16,2,1,5552663
16,2,2,3595994
16,2,3,1213455
16,2,4,3704032
16,2,5,8807267
16,2,6,3914926
16,2,7,2731025
16,2,8,3108013
16,2,9,1037727
16,2,10,4049946
16,2,11,8163712
16,2,12,3882617
16,2,13,1397704
16,2,14,3071109
16,2,15,5225005
16,3,0,7227125
16,3,1,2628913
16,3,2,4086097
16,3,3,2422968
16,3,4,7406837
16,3,5,2333274
16,3,6,6525379
16,3,7,2550927
16,3,8,2895111
16,3,9,2092362
16,3,10,7695564
16,3,11,2616945
16,3,12,5671694
16,3,13,2556234
16,3,14,6346326
16,3,15,1987496
16,4,0,1255321
16,4,1,4867354
16,4,2,4712342
16,4,3,4802020
16,4,4,1616641
16,4,5,4716416
16,4,6,1454253
16,4,7,5197061
16,4,8,3301108
16,4,9,4183027
16,4,10,1395748
16,4,11,5042968
16,4,12,1682432
16,4,13,5159877
16,4,14,1896204
16,4,15,4105224
16,5,0,2667673
16,5,1,9065059
16,5,2,3505101
16,5,3,5450140
16,5,4,3205911
16,5,5,1075739
16,5,6,3097775
16,5,7,8658707
16,5,8,3402423
16,5,9,2869847
16,5,10,2775938
16,5,11,6025559
16,5,12,3477689
16,5,13,7503932
16,5,14,3381623
16,5,15,1336821
16,6,0,5493239
16,6,1,1690902
16,6,2,6404986
16,6,3,2291187
16,6,4,4933485
16,6,5,2151665
16,6,6,6252461
16,6,7,1933803
16,6,8,5812288
16,6,9,2225782
16,6,10,5546808
16,6,11,1877952
16,6,12,6691564
16,6,13,2231377
16,6,14,5158335
16,6,15,2218418
16,7,0,1826811
16,7,1,3482938
16,7,2,1083517
16,7,3,4667988
16,7,4,6432779
16,7,5,4274080
16,7,6,1431518
16,7,7,3954168
16,7,8,1200601
16,7,9,4540378
16,7,10,3905172
16,7,11,3730241
16,7,12,1259763
16,7,13,4409473
16,7,14,6581036
16,7,15,4496550
16,8,0,2936978
16,8,1,1331325
16,8,2,2277790
16,8,3,8517637
16,8,4,3052327
16,8,5,5255711
16,8,6,2845927
16,8,7,5952044
16,8,8,2572052
16,8,9,7722657
16,8,10,2962514
16,8,11,2989155
16,8,12,2522903
16,8,13,8548343
16,8,14,2963459
16,8,15,6825515
16,9,0,5467809
16,9,1,2124432
16,9,2,4673584
16,9,3,1464217
16,9,4,5661314
16,9,5,1993388
16,9,6,5661286
16,9,7,1903153
16,9,8,5245220
16,9,9,1597545
16,9,10,5172434
16,9,11,2082276
16,9,12,5014192
16,9,13,1689832
16,9,14,5779581
16,9,15,1889352
16,10,0,8192968
16,10,1,3904526
16,10,2,1830337
16,10,3,2993141
16,10,4,968929
16,10,5,4067752
16,10,6,6986725
16,10,7,3786096
16,10,8,1267067
16,10,9,3355836
16,10,10,7341211
16,10,11,3953174
16,10,12,4046824
16,10,13,3343081
16,10,14,1136995
16,10,15,3935573
16,11,0,2509412
16,11,1,6155752
16,11,2,2546540
16,11,3,5494284
16,11,4,1975804
16,11,5,7525295
16,11,6,2650346
16,11,7,4985103
16,11,8,2523065
16,11,9,6779005
16,11,10,2129608
16,11,11,6874785
16,11,12,2583928
16,11,13,3068985
16,11,14,2265724
16,11,15,7664218
16,12,0,4954532
16,12,1,1589092
16,12,2,5178772
16,12,3,2513912
16,12,4,4025160
16,12,5,1289380
16,12,6,4982784
16,12,7,3026406
16,12,8,5039023
16,12,9,1691864
16,12,10,4383322
16,12,11,1322709
16,12,12,5125275
16,12,13,4259170
16,12,14,4484108
16,12,15,1520674
16,13,0,1830789
16,13,1,3331583
16,13,2,8151075
16,13,3,3386954
16,13,4,1892589
16,13,5,2646185
16,13,6,8856260
16,13,7,3528008
16,13,8,6610102
16,13,9,3334422
16,13,10,1131728
16,13,11,2840147
16,13,12,9113952
16,13,13,3449849
16,13,14,4132147
16,13,15,3001903
16,14,0,2033680
16,14,1,6569598
16,14,2,2107086
16,14,3,5515718
16,14,4,2212308
16,14,5,5316841
16,14,6,1740986
16,14,7,6619828
16,14,8,2291044
16,14,9,4674838
16,14,10,2211828
16,14,11,5828854
16,14,12,1768342
16,14,13,6116038
16,14,14,2259026
16,14,15,5728568
16,15,0,4020104
16,15,1,1362352
16,15,2,4215589
16,15,3,4482061
16,15,4,4509146
16,15,5,2601228
16,15,6,3515733
16,15,7,1151012
16,15,8,4660025
16,15,9,7569789
16,15,10,4434051
16,15,11,1518411
16,15,12,3660878
16,15,13,1102754
16,15,14,4595522
16,15,15,5559746
18,0,0,8417633
18,0,1,2848113
18,0,2,6584276
18,0,3,3286083
18,0,4,1109013
18,0,5,3767513
18,0,6,1075061
18,0,7,5894311
18,0,8,2103576
18,0,9,2719888
18,0,10,2030704
18,0,11,712658
18,0,12,3407802
18,0,13,1036739
18,0,14,4518566
18,0,15,1515145
18,0,16,4093812
18,0,17,1252597
18,1,0,810162
18,1,1,5541136
18,1,2,1843372
18,1,3,4719053
18,1,4,2201287
18,1,5,736481
18,1,6,2317434
18,1,7,649389
18,1,8,4230161
18,1,9,1525329
18,1,10,4002495
18,1,11,1394062
18,1,12,7088376
18,1,13,2204720
18,1,14,7794640
18,1,15,3069640
18,1,16,1375651
18,1,17,2629181
18,2,0,1680567
18,2,1,535258
18,2,2,3775999
18,2,3,2490476
18,2,4,4356163
18,2,5,1470614
18,2,6,5012236
18,2,7,1435827
18,2,8,7834605
18,2,9,2804330
18,2,10,3684659
18,2,11,2732989
18,2,12,954775
18,2,13,4514890
18,2,14,1375062
18,2,15,5288069
18,2,16,2014641
18,2,17,1044237
18,3,0,3553270
18,3,1,1101703
18,3,2,7358071
18,3,3,2451115
18,3,4,6255963
18,3,5,2924890
18,3,6,978872
18,3,7,3083084
18,3,8,869987
18,3,9,5232887
18,3,10,1840656
18,3,11,2831416
18,3,12,1863346
18,3,13,653231
18,3,14,2923508
18,3,15,4009615
18,3,16,4076550
18,3,17,1527269
18,4,0,1449583
18,4,1,2274176
18,4,2,728658
18,4,3,4817736
18,4,4,1578381
18,4,5,4420426
18,4,6,1950095
18,4,7,649337
18,4,8,1917426
18,4,9,4820109
18,4,10,3733993
18,4,11,3771221
18,4,12,3674797
18,4,13,1277452
18,4,14,5984878
18,4,15,1827231
18,4,16,7006036
18,4,17,2682713
18,5,0,1760819
18,5,1,1134661
18,5,2,1495919
18,5,3,5577822
18,5,4,3256703
18,5,5,7097105
18,5,6,3888256
18,5,7,1297806
18,5,8,4108229
18,5,9,1166680
18,5,10,6955324
18,5,11,2451476
18,5,12,3812281
18,5,13,2498135
18,5,14,872479
18,5,15,3783812
18,5,16,1131905
18,5,17,4728906
18,6,0,3572973
18,6,1,2009560
18,6,2,3078732
18,6,3,990485
18,6,4,6394336
18,6,5,2095459
18,6,6,5851534
18,6,7,2586193
18,6,8,866069
18,6,9,2519605
18,6,10,709616
18,6,11,4631099
18,6,12,1606549
18,6,13,2906831
18,6,14,1709853
18,6,15,5595417
18,6,16,2426582
18,6,17,8407172
18,7,0,6271086
18,7,1,2345622
18,7,2,1572982
18,7,3,2007511
18,7,4,667391
18,7,5,4163173
18,7,6,1340542
18,7,7,4152602
18,7,8,1715611
18,7,9,4699919
18,7,10,1564414
18,7,11,8698553
18,7,12,3264480
18,7,13,5129586
18,7,14,3348964
18,7,15,1163602
18,7,16,5015773
18,7,17,1503338
18,8,0,923671
18,8,1,4265359
18,8,2,1541734
18,8,3,3881319
18,8,4,1343732
18,8,5,8156058
18,8,6,2782232
18,8,7,7748248
18,8,8,3436189
18,8,9,1157836
18,8,10,3365150
18,8,11,956929
18,8,12,6154187
18,8,13,2138005
18,8,14,3865684
18,8,15,2275650
18,8,16,789935
18,8,17,3146069
18,9,0,1997632
18,9,1,8319787
18,9,2,3127604
18,9,3,2177183
18,9,4,2721413
18,9,5,904750
18,9,6,5522611
18,9,7,1778480
18,9,8,5399575
18,9,9,2272203
18,9,10,780728
18,9,11,2065353
18,9,12,588182
18,9,13,4136674
18,9,14,1398071
18,9,15,4432755
18,9,16,1552298
18,9,17,6468788
18,10,0,4174496
18,10,1,1228784
18,10,2,5596202
18,10,3,2055441
18,10,4,1723173
18,10,5,1806036
18,10,6,618281
18,10,7,3630306
18,10,8,1130197
18,10,9,4542159
18,10,10,1501900
18,10,11,4402452
18,10,12,1288620
18,10,13,8179756
18,10,14,2846783
18,10,15,5173509
18,10,16,3042473
18,10,17,1050814
18,11,0,708940
18,11,1,2636108
18,11,2,748812
18,11,3,4163535
18,11,4,1830719
18,11,5,3683421
18,11,6,1225673
18,11,7,7325647
18,11,8,2362067
18,11,9,7141804
18,11,10,3018183
18,11,11,1053208
18,11,12,2770676
18,11,13,796227
18,11,14,5429664
18,11,15,1860263
18,11,16,3834563
18,11,17,2061920
18,12,0,1398944
18,12,1,5540041
18,12,2,1634194
18,12,3,7433931
18,12,4,2739794
18,12,5,2369876
18,12,6,2444777
18,12,7,834665
18,12,8,4736272
18,12,9,1499127
18,12,10,4922190
18,12,11,1988142
18,12,12,730426
18,12,13,1730408
18,12,14,514647
18,12,15,3789545
18,12,16,4203367
18,12,17,4065249
18,13,0,2749230
18,13,1,942520
18,13,2,3450678
18,13,3,997066
18,13,4,4986668
18,13,5,1800050
18,13,6,1873885
18,13,7,1655250
18,13,8,1383257
18,13,9,3134546
18,13,10,6100625
18,13,11,4010886
18,13,12,1379468
18,13,13,3714851
18,13,14,1077805
18,13,15,7214589
18,13,16,2475476
18,13,17,5112706
18,14,0,3729104
18,14,1,1861895
18,14,2,1327257
18,14,3,2173679
18,14,4,6955434
18,14,5,3651981
18,14,6,2818260
18,14,7,3304300
18,14,8,1125885
18,14,9,6281741
18,14,10,1988786
18,14,11,6513124
18,14,12,2640774
18,14,13,997484
18,14,14,2302234
18,14,15,679188
18,14,16,4770761
18,14,17,1611442
18,15,0,5980998
18,15,1,3665710
18,15,2,1251518
18,15,3,4583917
18,15,4,1327853
18,15,5,6625402
18,15,6,2400421
18,15,7,2559807
18,15,8,2219896
18,15,9,772011
18,15,10,4032764
18,15,11,1253025
18,15,12,4446662
18,15,13,1736676
18,15,14,1512486
18,15,15,1458070
18,15,16,8440707
18,15,17,3292755
18,16,0,2142153
18,16,1,4954937
18,16,2,2469976
18,16,3,835923
18,16,4,2833325
18,16,5,805626
18,16,6,4433538
18,16,7,1578954
18,16,8,2984245
18,16,9,1517737
18,16,10,7901247
18,16,11,2640218
18,16,12,7777073
18,16,13,3510636
18,16,14,1365440
18,16,15,3099670
18,16,16,922802
18,16,17,6336724
18,17,0,4172710
18,17,1,1388361
18,17,2,4377372
18,17,3,1661450
18,17,4,5922412
18,17,5,1770042
18,17,6,8777531
18,17,7,3201370
18,17,8,3489846
18,17,9,2996142
18,17,10,1037075
18,17,11,5347004
18,17,12,1661456
18,17,13,5886997
18,17,14,2306803
18,17,15,995999
18,17,16,1945132
18,17,17,595360
24,0,0,8081364
24,0,1,2634248
24,0,2,829269
24,0,3,2293146
24,0,4,1280995
24,0,5,508065
24,0,6,198215
24,0,7,1504675
24,0,8,400338
24,0,9,7084184
24,0,10,2467671
24,0,11,821877
24,0,12,359254
24,0,13,617103
24,0,14,189343
24,0,15,5071184
24,0,16,2198448
24,0,17,632471
24,0,18,5383216
24,0,19,2100614
24,0,20,725827
24,0,21,243867
24,0,22,917223
24,0,23,230906
24,1,0,132984
24,1,1,5308437
24,1,2,1709224
24,1,3,672737
24,1,4,1814496
24,1,5,934507
24,1,6,368098
24,1,7,3331772
24,1,8,904077
24,1,9,236214
24,1,10,4774950
24,1,11,1644439
24,1,12,618694
24,1,13,352246
24,1,14,394843
24,1,15,132771
24,1,16,4667446
24,1,17,1369224
24,1,18,384627
24,1,19,3781601
24,1,20,1425921
24,1,21,486064
24,1,22,2063229
24,1,23,536451
24,2,0,312102
24,2,1,76432
24,2,2,3466311
24,2,3,1099890
24,2,4,3114109
24,2,5,1728682
24,2,6,679843
24,2,7,262773
24,2,8,2010940
24,2,9,537523
24,2,10,6489669
24,2,11,3206992
24,2,12,1094303
24,2,13,503659
24,2,14,851704
24,2,15,264487
24,2,16,97852
24,2,17,2917801
24,2,18,840880
24,2,19,7129088
24,2,20,2770840
24,2,21,960857
24,2,22,323457
24,2,23,1236305
24,3,0,723076
24,3,1,180176
24,3,2,7041253
24,3,3,2267205
24,3,4,702099
24,3,5,2449410
24,3,6,1255300
24,3,7,489528
24,3,8,976333
24,3,9,1205522
24,3,10,316908
24,3,11,6342099
24,3,12,2188994
24,3,13,726062
24,3,14,400321
24,3,15,547893
24,3,16,185740
24,3,17,6009664
24,3,18,1811707
24,3,19,512605
24,3,20,5001281
24,3,21,1887894
24,3,22,643922
24,3,23,214349
24,4,0,1664908
24,4,1,422352
24,4,2,104230
24,4,3,4595058
24,4,4,1458086
24,4,5,3009503
24,4,6,1895938
24,4,7,907991
24,4,8,348482
24,4,9,2687464
24,4,10,720602
24,4,11,185372
24,4,12,4262429
24,4,13,1455986
24,4,14,707575
24,4,15,1152660
24,4,16,368019
24,4,17,136605
24,4,18,3874216
24,4,19,1119546
24,4,20,309499
24,4,21,3468599
24,4,22,1273242
24,4,23,428841
24,5,0,284846
24,5,1,976685
24,5,2,245164
24,5,3,5146820
24,5,4,2979269
24,5,5,930477
24,5,6,3302413
24,5,7,1685337
24,5,8,651353
24,5,9,244796
24,5,10,1613267
24,5,11,425665
24,5,12,8399646
24,5,13,2892789
24,5,14,965739
24,5,15,567415
24,5,16,758848
24,5,17,259495
24,5,18,103676
24,5,19,2405742
24,5,20,682619
24,5,21,6615680
24,5,22,2501967
24,5,23,852917
24,6,0,568864
24,6,1,209408
24,6,2,570313
24,6,3,141911
24,6,4,6092139
24,6,5,1932665
24,6,6,589301
24,6,7,2544417
24,6,8,1212995
24,6,9,461997
24,6,10,3511442
24,6,11,962114
24,6,12,249112
24,6,13,5664476
24,6,14,1936596
24,6,15,638427
24,6,16,472067
24,6,17,512201
24,6,18,190170
24,6,19,5144617
24,6,20,1489240
24,6,21,412728
24,6,22,4587491
24,6,23,1686571
24,7,0,1130866
24,7,1,378200
24,7,2,1318048
24,7,3,332354
24,7,4,82062
24,7,5,3949062
24,7,6,1233189
24,7,7,4449191
24,7,8,2222670
24,7,9,866336
24,7,10,323633
24,7,11,2159473
24,7,12,571146
24,7,13,144592
24,7,14,3794441
24,7,15,1284408
24,7,16,803716
24,7,17,1051517
24,7,18,360930
24,7,19,143707
24,7,20,3196721
24,7,21,909318
24,7,22,5403729
24,7,23,3151775
24,8,0,2235530
24,8,1,754584
24,8,2,250901
24,8,3,770659
24,8,4,193056
24,8,5,7746950
24,8,6,2543309
24,8,7,780299
24,8,8,3410459
24,8,9,1619147
24,8,10,612707
24,8,11,224374
24,8,12,1289017
24,8,13,335017
24,8,14,7525906
24,8,15,2575650
24,8,16,848337
24,8,17,670091
24,8,18,710682
24,8,19,264220
24,8,20,806955
24,8,21,1971304
24,8,22,550560
24,8,23,6070863
24,9,0,4169293
24,9,1,1499197
24,9,2,502466
24,9,3,1722770
24,9,4,450068
24,9,5,112138
24,9,6,5234527
24,9,7,1634396
24,9,8,490222
24,9,9,2572116
24,9,10,1152649
24,9,11,428611
24,9,12,2890567
24,9,13,766485
24,9,14,195012
24,9,15,5043265
24,9,16,1707344
24,9,17,763213
24,9,18,569534
24,9,19,500922
24,9,20,198350
24,9,21,4250022
24,9,22,1210921
